,Bordeaux-style Red Blend,Cabernet Sauvignon,Chardonnay,Pinot Noir,Red Blend
5414,95.0,92.0,88.0,91.0,86.0
5415,93.0,92.0,92.0,91.0,89.0
5416,80.0,92.0,92.0,91.0,89.0
5417,85.0,92.0,84.0,91.0,89.0
5418,88.0,87.0,88.0,91.0,88.0
5419,83.0,87.0,88.0,90.0,88.0
5420,96.0,92.0,88.0,90.0,88.0
5421,96.0,92.0,88.0,90.0,88.0
5422,96.0,92.0,86.0,88.0,93.0
5423,96.0,92.0,86.0,88.0,93.0
5424,96.0,92.0,86.0,88.0,93.0
5425,96.0,92.0,86.0,88.0,93.0
5426,96.0,86.0,88.0,88.0,86.0
5427,96.0,92.0,88.0,91.0,86.0
5428,96.0,88.0,88.0,91.0,86.0
5429,96.0,88.0,88.0,91.0,85.0
5430,95.0,88.0,88.0,91.0,85.0
5431,95.0,91.0,88.0,91.0,87.0
5432,95.0,91.0,87.0,90.0,87.0
5433,95.0,91.0,87.0,91.0,87.0
5434,95.0,92.0,87.0,91.0,87.0
5435,95.0,92.0,87.0,90.0,86.0
5436,95.0,92.0,87.0,90.0,86.0
5437,95.0,86.0,87.0,86.0,86.0
5438,95.0,86.0,87.0,86.0,86.0
5439,95.0,86.0,87.0,85.0,86.0
5440,95.0,92.0,87.0,85.0,89.0
5441,95.0,92.0,87.0,87.0,89.0
5442,95.0,92.0,87.0,88.0,89.0
5443,93.0,91.0,87.0,88.0,89.0
5444,85.0,87.0,87.0,88.0,90.0
5445,85.0,92.0,87.0,88.0,90.0
5446,84.0,92.0,87.0,85.0,90.0
5447,88.0,87.0,87.0,85.0,90.0
5448,91.0,87.0,87.0,90.0,90.0
5449,91.0,88.0,87.0,90.0,93.0
5450,95.0,88.0,87.0,90.0,93.0
5451,95.0,90.0,86.0,90.0,93.0
5452,95.0,90.0,88.0,90.0,93.0
5453,95.0,85.0,88.0,90.0,93.0
5454,94.0,86.0,86.0,88.0,93.0
5455,94.0,92.0,86.0,88.0,93.0
5456,94.0,92.0,86.0,88.0,85.0
5457,94.0,87.0,86.0,90.0,84.0
5458,94.0,87.0,86.0,90.0,84.0
5459,94.0,86.0,86.0,90.0,87.0
5460,94.0,86.0,86.0,90.0,87.0
5461,94.0,92.0,86.0,90.0,87.0
5462,94.0,92.0,86.0,90.0,87.0
5463,94.0,92.0,86.0,90.0,87.0
5464,94.0,91.0,85.0,90.0,87.0
5465,94.0,91.0,85.0,86.0,87.0
5466,94.0,91.0,85.0,86.0,87.0
5467,94.0,87.0,85.0,87.0,86.0
5468,94.0,87.0,85.0,87.0,86.0
5469,94.0,87.0,85.0,85.0,89.0
5470,94.0,87.0,84.0,87.0,89.0
5471,92.0,87.0,83.0,87.0,89.0
5472,85.0,87.0,86.0,88.0,88.0
5473,85.0,90.0,86.0,88.0,90.0
5474,88.0,90.0,86.0,88.0,92.0
5475,97.0,90.0,83.0,88.0,92.0
5476,97.0,90.0,83.0,88.0,92.0
5477,97.0,84.0,82.0,88.0,92.0
5478,96.0,86.0,82.0,85.0,92.0
5479,92.0,86.0,87.0,85.0,92.0
5480,92.0,91.0,87.0,90.0,92.0
5481,92.0,91.0,87.0,90.0,86.0
5482,94.0,91.0,91.0,89.0,86.0
5483,93.0,91.0,90.0,89.0,85.0
5484,93.0,86.0,90.0,89.0,87.0
5485,93.0,86.0,85.0,89.0,87.0
5486,93.0,85.0,85.0,88.0,84.0
5487,93.0,85.0,85.0,88.0,84.0
5488,93.0,85.0,93.0,88.0,84.0
5489,93.0,87.0,93.0,88.0,87.0
5490,93.0,87.0,93.0,90.0,87.0
5491,93.0,87.0,93.0,90.0,87.0
5492,93.0,87.0,92.0,90.0,86.0
5493,93.0,87.0,92.0,90.0,86.0
5494,93.0,87.0,91.0,90.0,87.0
5495,93.0,87.0,91.0,90.0,87.0
5496,93.0,90.0,91.0,86.0,90.0
5497,93.0,86.0,85.0,90.0,92.0
5498,93.0,86.0,85.0,90.0,92.0
5499,93.0,86.0,87.0,90.0,92.0
5500,93.0,84.0,81.0,90.0,92.0
5501,93.0,84.0,95.0,87.0,86.0
5502,93.0,91.0,95.0,87.0,86.0
5503,93.0,86.0,95.0,87.0,85.0
5504,93.0,86.0,90.0,84.0,85.0
5505,93.0,86.0,90.0,84.0,85.0
5506,93.0,91.0,90.0,84.0,84.0
5507,93.0,85.0,85.0,87.0,83.0
5508,87.0,85.0,91.0,84.0,83.0
5509,96.0,85.0,90.0,84.0,83.0
5510,96.0,85.0,90.0,89.0,86.0
5511,96.0,91.0,90.0,89.0,86.0
5512,96.0,91.0,90.0,89.0,86.0
5513,96.0,87.0,90.0,89.0,86.0
5514,95.0,87.0,90.0,89.0,86.0
5515,95.0,87.0,85.0,89.0,89.0
5516,95.0,90.0,85.0,89.0,88.0
5517,95.0,90.0,85.0,89.0,88.0
5518,95.0,90.0,87.0,87.0,88.0
5519,95.0,86.0,93.0,87.0,90.0
5520,95.0,85.0,93.0,87.0,90.0
5521,90.0,83.0,93.0,87.0,92.0
5522,90.0,86.0,93.0,90.0,92.0
5523,93.0,91.0,90.0,90.0,92.0
5524,93.0,90.0,90.0,90.0,92.0
5525,93.0,85.0,85.0,90.0,92.0
5526,93.0,85.0,89.0,89.0,92.0
5527,93.0,91.0,89.0,85.0,86.0
5528,93.0,90.0,89.0,90.0,86.0
5529,92.0,87.0,89.0,90.0,84.0
5530,92.0,87.0,87.0,90.0,80.0
5531,92.0,87.0,87.0,90.0,85.0
5532,92.0,87.0,93.0,90.0,85.0
5533,92.0,87.0,93.0,87.0,85.0
5534,92.0,90.0,92.0,87.0,88.0
5535,92.0,90.0,92.0,87.0,88.0
5536,92.0,90.0,89.0,84.0,88.0
5537,92.0,85.0,84.0,84.0,87.0
5538,92.0,83.0,83.0,84.0,89.0
5539,92.0,82.0,83.0,84.0,89.0
5540,92.0,86.0,83.0,84.0,92.0
5541,92.0,86.0,84.0,88.0,92.0
5542,92.0,91.0,89.0,88.0,91.0
5543,92.0,91.0,88.0,88.0,86.0
5544,92.0,90.0,88.0,88.0,84.0
5545,95.0,90.0,88.0,88.0,84.0
5546,95.0,90.0,88.0,87.0,84.0
5547,95.0,90.0,88.0,87.0,84.0
5548,94.0,90.0,88.0,87.0,93.0
5549,94.0,84.0,92.0,87.0,86.0
5550,94.0,84.0,92.0,89.0,85.0
5551,94.0,84.0,92.0,85.0,85.0
5552,94.0,87.0,92.0,87.0,88.0
5553,94.0,87.0,83.0,87.0,88.0
5554,94.0,87.0,82.0,90.0,87.0
5555,94.0,87.0,88.0,90.0,87.0
5556,94.0,90.0,88.0,86.0,87.0
5557,88.0,90.0,87.0,87.0,89.0
5558,84.0,90.0,87.0,87.0,91.0
5559,91.0,85.0,87.0,87.0,91.0
5560,91.0,85.0,87.0,83.0,91.0
5561,92.0,85.0,87.0,84.0,91.0
5562,92.0,85.0,87.0,88.0,91.0
5563,92.0,81.0,87.0,88.0,91.0
5564,92.0,97.0,86.0,88.0,91.0
5565,92.0,96.0,86.0,88.0,84.0
5566,92.0,95.0,91.0,88.0,86.0
5567,92.0,95.0,91.0,88.0,86.0
5568,92.0,90.0,91.0,88.0,86.0
5569,92.0,90.0,82.0,88.0,86.0
5570,92.0,86.0,87.0,88.0,86.0
5571,91.0,86.0,86.0,88.0,86.0
5572,91.0,90.0,86.0,87.0,85.0
5573,91.0,90.0,86.0,87.0,85.0
5574,91.0,90.0,86.0,89.0,87.0
5575,91.0,90.0,86.0,89.0,87.0
5576,91.0,84.0,86.0,89.0,87.0
5577,91.0,84.0,86.0,85.0,88.0
5578,91.0,90.0,86.0,85.0,88.0
5579,91.0,90.0,84.0,85.0,88.0
5580,91.0,90.0,84.0,87.0,91.0
5581,91.0,87.0,86.0,87.0,91.0
5582,91.0,87.0,86.0,87.0,91.0
5583,91.0,86.0,91.0,86.0,91.0
5584,91.0,86.0,91.0,89.0,91.0
5585,91.0,90.0,91.0,89.0,85.0
5586,91.0,90.0,95.0,89.0,86.0
5587,82.0,89.0,95.0,86.0,86.0
5588,90.0,89.0,94.0,86.0,86.0
5589,87.0,85.0,86.0,86.0,86.0
5590,86.0,95.0,85.0,87.0,86.0
5591,94.0,94.0,85.0,87.0,84.0
5592,94.0,94.0,85.0,83.0,84.0
5593,94.0,94.0,84.0,83.0,86.0
5594,94.0,94.0,84.0,82.0,89.0
5595,93.0,94.0,83.0,82.0,89.0
5596,93.0,94.0,83.0,84.0,89.0
5597,93.0,90.0,93.0,84.0,89.0
5598,83.0,90.0,93.0,83.0,89.0
5599,91.0,90.0,85.0,88.0,88.0
5600,91.0,90.0,85.0,88.0,91.0
5601,91.0,90.0,85.0,87.0,91.0
5602,91.0,90.0,85.0,87.0,91.0
5603,91.0,90.0,85.0,89.0,91.0
5604,91.0,86.0,85.0,88.0,91.0
5605,91.0,86.0,85.0,88.0,85.0
5606,91.0,86.0,84.0,88.0,85.0
5607,91.0,86.0,84.0,88.0,85.0
5608,91.0,86.0,83.0,85.0,85.0
5609,91.0,89.0,82.0,84.0,85.0
5610,91.0,89.0,81.0,86.0,85.0
5611,91.0,93.0,92.0,86.0,85.0
5612,91.0,93.0,83.0,86.0,85.0
5613,91.0,93.0,83.0,89.0,85.0
5614,91.0,85.0,90.0,87.0,91.0
5615,91.0,85.0,90.0,87.0,91.0
5616,91.0,85.0,90.0,87.0,91.0
5617,90.0,90.0,92.0,82.0,84.0
5618,90.0,90.0,92.0,83.0,84.0
5619,90.0,90.0,92.0,83.0,88.0
5620,90.0,90.0,92.0,87.0,88.0
5621,90.0,82.0,92.0,88.0,88.0
5622,90.0,82.0,85.0,87.0,89.0
5623,82.0,86.0,91.0,87.0,88.0
5624,93.0,84.0,91.0,87.0,88.0
5625,92.0,84.0,91.0,87.0,91.0
5626,86.0,84.0,91.0,87.0,90.0
5627,87.0,89.0,90.0,86.0,90.0
5628,93.0,93.0,90.0,84.0,85.0
5629,93.0,93.0,90.0,89.0,85.0
5630,93.0,92.0,90.0,89.0,85.0
5631,93.0,92.0,90.0,89.0,85.0
5632,93.0,92.0,90.0,89.0,84.0
5633,93.0,92.0,83.0,89.0,84.0
5634,93.0,92.0,90.0,85.0,83.0
5635,93.0,92.0,90.0,85.0,86.0
5636,90.0,89.0,90.0,85.0,87.0
5637,90.0,81.0,85.0,87.0,87.0
5638,90.0,86.0,84.0,98.0,88.0
5639,90.0,86.0,90.0,97.0,88.0
5640,90.0,86.0,90.0,96.0,88.0
5641,90.0,86.0,90.0,87.0,88.0
5642,90.0,86.0,90.0,87.0,88.0
5643,90.0,90.0,90.0,88.0,90.0
5644,90.0,83.0,90.0,88.0,90.0
5645,90.0,89.0,89.0,88.0,90.0
5646,90.0,89.0,89.0,88.0,90.0
5647,90.0,89.0,89.0,87.0,94.0
5648,90.0,89.0,89.0,87.0,94.0
5649,90.0,92.0,82.0,87.0,85.0
5650,89.0,92.0,82.0,84.0,85.0
5651,89.0,92.0,81.0,86.0,85.0
5652,89.0,85.0,90.0,84.0,85.0
5653,89.0,85.0,90.0,87.0,91.0
5654,89.0,85.0,84.0,87.0,84.0
5655,89.0,89.0,84.0,87.0,83.0
5656,89.0,89.0,84.0,87.0,83.0
5657,89.0,89.0,84.0,87.0,86.0
5658,89.0,89.0,84.0,87.0,86.0
5659,89.0,86.0,84.0,95.0,87.0
5660,89.0,86.0,84.0,95.0,87.0
5661,89.0,86.0,84.0,94.0,88.0
5662,89.0,83.0,84.0,94.0,90.0
5663,89.0,83.0,89.0,93.0,84.0
5664,98.0,82.0,89.0,93.0,93.0
5665,97.0,82.0,89.0,95.0,84.0
5666,96.0,89.0,89.0,94.0,90.0
5667,93.0,89.0,89.0,87.0,85.0
5668,93.0,89.0,89.0,87.0,86.0
5669,93.0,92.0,88.0,87.0,88.0
5670,93.0,92.0,88.0,87.0,90.0
5671,93.0,91.0,88.0,87.0,90.0
5672,93.0,91.0,98.0,87.0,90.0
5673,93.0,84.0,98.0,87.0,84.0
5674,93.0,89.0,96.0,87.0,92.0
5675,93.0,89.0,96.0,87.0,92.0
5676,93.0,89.0,96.0,87.0,84.0
5677,82.0,86.0,96.0,87.0,84.0
5678,82.0,85.0,95.0,86.0,84.0
5679,90.0,85.0,90.0,86.0,81.0
5680,89.0,85.0,89.0,83.0,95.0
5681,89.0,85.0,89.0,83.0,87.0
5682,89.0,81.0,89.0,82.0,88.0
5683,89.0,81.0,90.0,86.0,88.0
5684,89.0,96.0,90.0,83.0,85.0
5685,88.0,96.0,84.0,83.0,90.0
5686,88.0,96.0,84.0,87.0,90.0
5687,88.0,96.0,84.0,87.0,90.0
5688,88.0,95.0,88.0,88.0,90.0
5689,88.0,95.0,88.0,88.0,90.0
5690,88.0,95.0,88.0,88.0,90.0
5691,88.0,89.0,88.0,88.0,92.0
5692,88.0,91.0,88.0,93.0,92.0
5693,88.0,91.0,88.0,93.0,92.0
5694,88.0,91.0,88.0,93.0,84.0
5695,88.0,91.0,88.0,93.0,82.0
5696,88.0,84.0,88.0,93.0,82.0
5697,88.0,84.0,88.0,93.0,93.0
5698,88.0,84.0,88.0,93.0,85.0
5699,87.0,84.0,95.0,93.0,88.0
5700,87.0,89.0,95.0,86.0,88.0
5701,87.0,89.0,95.0,86.0,88.0
5702,87.0,89.0,95.0,86.0,90.0
5703,86.0,89.0,95.0,88.0,90.0
5704,85.0,86.0,95.0,88.0,90.0
5705,84.0,86.0,95.0,87.0,90.0
5706,94.0,89.0,94.0,86.0,90.0
5707,86.0,95.0,94.0,86.0,83.0
5708,86.0,95.0,94.0,86.0,83.0
5709,93.0,95.0,94.0,86.0,81.0
5710,92.0,94.0,94.0,86.0,93.0
5711,92.0,94.0,94.0,86.0,93.0
5712,92.0,94.0,94.0,82.0,88.0
5713,92.0,91.0,94.0,88.0,88.0
5714,92.0,87.0,89.0,88.0,88.0
5715,92.0,87.0,90.0,88.0,90.0
5716,92.0,87.0,90.0,88.0,89.0
5717,92.0,87.0,83.0,88.0,89.0
5718,92.0,88.0,83.0,92.0,89.0
5719,90.0,87.0,83.0,92.0,82.0
5720,90.0,87.0,88.0,92.0,83.0
5721,92.0,87.0,87.0,92.0,92.0
5722,85.0,92.0,87.0,93.0,87.0
5723,85.0,92.0,87.0,92.0,86.0
5724,92.0,92.0,87.0,86.0,88.0
5725,92.0,92.0,87.0,86.0,89.0
5726,92.0,92.0,87.0,86.0,89.0
5727,92.0,91.0,87.0,86.0,89.0
5728,92.0,90.0,94.0,87.0,95.0
5729,92.0,88.0,94.0,87.0,91.0
5730,92.0,89.0,94.0,87.0,91.0
5731,92.0,94.0,94.0,87.0,91.0
5732,92.0,94.0,94.0,87.0,82.0
5733,92.0,94.0,94.0,86.0,92.0
5734,92.0,94.0,93.0,86.0,84.0
5735,92.0,94.0,93.0,95.0,87.0
5736,93.0,90.0,93.0,95.0,87.0
5737,91.0,90.0,93.0,95.0,87.0
5738,90.0,88.0,93.0,86.0,87.0
5739,85.0,88.0,93.0,86.0,89.0
5740,86.0,87.0,93.0,85.0,89.0
5741,92.0,87.0,89.0,95.0,89.0
5742,92.0,87.0,89.0,95.0,89.0
5743,92.0,87.0,89.0,94.0,89.0
5744,92.0,87.0,83.0,94.0,89.0
5745,92.0,87.0,87.0,88.0,89.0
5746,92.0,87.0,87.0,88.0,81.0
5747,92.0,87.0,87.0,88.0,86.0
5748,92.0,87.0,87.0,92.0,84.0
5749,92.0,88.0,87.0,92.0,84.0
5750,92.0,90.0,93.0,92.0,83.0
5751,92.0,89.0,93.0,92.0,87.0
5752,92.0,91.0,93.0,92.0,87.0
5753,89.0,91.0,93.0,91.0,87.0
5754,93.0,91.0,93.0,92.0,89.0
5755,91.0,91.0,93.0,85.0,89.0
5756,90.0,91.0,93.0,85.0,94.0
5757,90.0,91.0,93.0,86.0,90.0
5758,84.0,90.0,93.0,86.0,88.0
5759,84.0,90.0,92.0,86.0,88.0
5760,92.0,90.0,92.0,85.0,81.0
5761,92.0,88.0,92.0,86.0,81.0
5762,92.0,88.0,92.0,86.0,80.0
5763,92.0,88.0,92.0,86.0,96.0
5764,92.0,93.0,88.0,94.0,96.0
5765,92.0,93.0,88.0,85.0,91.0
5766,92.0,93.0,89.0,94.0,91.0
5767,92.0,87.0,89.0,94.0,87.0
5768,91.0,87.0,82.0,94.0,87.0
5769,91.0,87.0,82.0,93.0,87.0
5770,87.0,88.0,82.0,87.0,88.0
5771,91.0,88.0,82.0,87.0,88.0
5772,90.0,89.0,81.0,87.0,88.0
5773,89.0,89.0,81.0,87.0,88.0
5774,91.0,87.0,80.0,87.0,88.0
5775,90.0,87.0,86.0,91.0,88.0
5776,84.0,87.0,86.0,91.0,88.0
5777,91.0,91.0,86.0,91.0,93.0
5778,91.0,91.0,86.0,91.0,88.0
5779,91.0,88.0,92.0,92.0,82.0
5780,91.0,90.0,92.0,92.0,81.0
5781,91.0,90.0,92.0,92.0,88.0
5782,91.0,93.0,92.0,85.0,88.0
5783,91.0,93.0,92.0,85.0,88.0
5784,91.0,87.0,92.0,85.0,88.0
5785,91.0,87.0,92.0,85.0,88.0
5786,91.0,87.0,92.0,85.0,88.0
5787,91.0,87.0,88.0,85.0,88.0
5788,91.0,87.0,88.0,85.0,88.0
5789,91.0,87.0,88.0,85.0,90.0
5790,91.0,87.0,88.0,87.0,87.0
5791,87.0,89.0,88.0,87.0,87.0
5792,92.0,89.0,89.0,87.0,87.0
5793,87.0,88.0,88.0,87.0,87.0
5794,83.0,91.0,88.0,87.0,90.0
5795,83.0,91.0,88.0,87.0,93.0
5796,83.0,91.0,80.0,87.0,93.0
5797,91.0,91.0,80.0,85.0,90.0
5798,91.0,90.0,80.0,85.0,90.0
5799,91.0,90.0,86.0,85.0,89.0
5800,91.0,90.0,86.0,85.0,92.0
5801,91.0,90.0,85.0,85.0,87.0
5802,91.0,90.0,85.0,86.0,93.0
5803,91.0,90.0,85.0,94.0,93.0
5804,91.0,88.0,85.0,94.0,93.0
5805,91.0,87.0,92.0,85.0,84.0
5806,91.0,86.0,92.0,85.0,84.0
5807,91.0,86.0,92.0,84.0,84.0
5808,91.0,86.0,92.0,84.0,90.0
5809,91.0,87.0,92.0,93.0,90.0
5810,91.0,87.0,92.0,93.0,87.0
5811,91.0,87.0,92.0,93.0,87.0
5812,91.0,87.0,91.0,93.0,87.0
5813,91.0,87.0,91.0,93.0,87.0
5814,91.0,87.0,91.0,93.0,90.0
5815,86.0,91.0,91.0,91.0,90.0
5816,87.0,90.0,91.0,91.0,89.0
5817,91.0,90.0,91.0,91.0,89.0
5818,91.0,89.0,91.0,91.0,89.0
5819,91.0,87.0,88.0,91.0,92.0
5820,91.0,87.0,88.0,91.0,87.0
5821,91.0,92.0,88.0,87.0,83.0
5822,91.0,92.0,88.0,87.0,90.0
5823,91.0,92.0,88.0,87.0,87.0
5824,91.0,87.0,92.0,91.0,86.0
5825,91.0,86.0,92.0,85.0,90.0
5826,91.0,86.0,92.0,85.0,90.0
5827,91.0,87.0,85.0,84.0,92.0
5828,91.0,86.0,85.0,84.0,92.0
5829,91.0,88.0,85.0,87.0,89.0
5830,91.0,90.0,85.0,87.0,88.0
5831,88.0,90.0,85.0,85.0,92.0
5832,88.0,87.0,84.0,85.0,83.0
5833,88.0,87.0,84.0,85.0,83.0
5834,88.0,89.0,84.0,85.0,86.0
5835,87.0,89.0,91.0,85.0,86.0
5836,89.0,89.0,91.0,86.0,86.0
5837,89.0,89.0,91.0,86.0,86.0
5838,94.0,89.0,91.0,86.0,86.0
5839,87.0,92.0,91.0,86.0,86.0
5840,87.0,92.0,91.0,93.0,86.0
5841,87.0,92.0,91.0,93.0,88.0
5842,87.0,97.0,91.0,92.0,88.0
5843,90.0,96.0,91.0,92.0,88.0
5844,90.0,95.0,91.0,92.0,91.0
5845,93.0,86.0,91.0,92.0,92.0
5846,87.0,86.0,91.0,91.0,92.0
5847,84.0,87.0,91.0,91.0,92.0
5848,87.0,87.0,91.0,90.0,87.0
5849,87.0,87.0,88.0,90.0,87.0
5850,87.0,87.0,88.0,87.0,87.0
5851,87.0,86.0,92.0,87.0,82.0
5852,87.0,88.0,92.0,87.0,86.0
5853,91.0,90.0,92.0,91.0,88.0
5854,86.0,90.0,91.0,91.0,88.0
5855,82.0,90.0,84.0,84.0,88.0
5856,91.0,90.0,84.0,84.0,88.0
5857,82.0,90.0,84.0,84.0,88.0
5858,92.0,87.0,84.0,83.0,88.0
5859,89.0,87.0,84.0,87.0,91.0
5860,90.0,87.0,84.0,87.0,86.0
5861,86.0,91.0,84.0,87.0,91.0
5862,90.0,95.0,84.0,86.0,91.0
5863,90.0,95.0,84.0,86.0,82.0
5864,85.0,95.0,83.0,86.0,82.0
5865,85.0,94.0,90.0,86.0,86.0
5866,87.0,87.0,90.0,85.0,86.0
5867,95.0,86.0,90.0,85.0,88.0
5868,90.0,88.0,90.0,85.0,88.0
5869,85.0,87.0,90.0,85.0,90.0
5870,87.0,90.0,90.0,84.0,89.0
5871,84.0,90.0,90.0,84.0,91.0
5872,88.0,90.0,90.0,91.0,91.0
5873,92.0,90.0,90.0,91.0,81.0
5874,84.0,87.0,90.0,92.0,86.0
5875,84.0,87.0,88.0,92.0,86.0
5876,88.0,87.0,87.0,92.0,91.0
5877,89.0,89.0,87.0,90.0,88.0
5878,89.0,88.0,87.0,90.0,88.0
5879,84.0,91.0,87.0,90.0,88.0
5880,84.0,91.0,91.0,90.0,88.0
5881,82.0,94.0,91.0,90.0,88.0
5882,98.0,94.0,90.0,90.0,88.0
5883,95.0,94.0,90.0,90.0,88.0
5884,87.0,87.0,90.0,90.0,90.0
5885,90.0,87.0,90.0,87.0,90.0
5886,86.0,88.0,90.0,87.0,91.0
5887,88.0,86.0,90.0,87.0,90.0
5888,88.0,86.0,90.0,87.0,80.0
5889,94.0,86.0,90.0,87.0,88.0
5890,92.0,85.0,90.0,83.0,95.0
5891,92.0,85.0,83.0,83.0,91.0
5892,92.0,87.0,83.0,83.0,85.0
5893,84.0,87.0,83.0,86.0,88.0
5894,92.0,87.0,83.0,85.0,87.0
5895,91.0,90.0,82.0,85.0,87.0
5896,91.0,90.0,82.0,84.0,87.0
5897,92.0,90.0,82.0,84.0,90.0
5898,89.0,90.0,81.0,93.0,89.0
5899,90.0,90.0,80.0,93.0,90.0
5900,87.0,90.0,87.0,91.0,93.0
5901,87.0,87.0,87.0,91.0,88.0
5902,86.0,87.0,87.0,91.0,85.0
5903,85.0,88.0,87.0,91.0,85.0
5904,85.0,88.0,87.0,91.0,85.0
5905,89.0,88.0,87.0,90.0,85.0
5906,89.0,91.0,87.0,90.0,87.0
5907,88.0,91.0,87.0,90.0,87.0
5908,84.0,94.0,90.0,90.0,87.0
5909,88.0,94.0,90.0,90.0,87.0
5910,88.0,87.0,90.0,87.0,89.0
5911,83.0,87.0,90.0,87.0,89.0
5912,97.0,87.0,90.0,87.0,88.0
5913,94.0,87.0,90.0,87.0,90.0
5914,97.0,86.0,90.0,82.0,90.0
5915,92.0,87.0,90.0,82.0,90.0
5916,91.0,87.0,89.0,82.0,90.0
5917,90.0,85.0,89.0,82.0,93.0
5918,85.0,87.0,89.0,86.0,92.0
5919,90.0,87.0,87.0,86.0,85.0
5920,89.0,87.0,87.0,86.0,85.0
5921,89.0,86.0,87.0,86.0,90.0
5922,82.0,86.0,86.0,86.0,84.0
5923,93.0,86.0,87.0,86.0,84.0
5924,87.0,89.0,87.0,85.0,87.0
5925,85.0,89.0,87.0,85.0,87.0
5926,84.0,89.0,90.0,84.0,87.0
5927,92.0,88.0,90.0,84.0,89.0
5928,91.0,88.0,90.0,92.0,88.0
5929,91.0,88.0,90.0,91.0,88.0
5930,90.0,88.0,90.0,90.0,88.0
5931,88.0,88.0,90.0,90.0,90.0
5932,87.0,91.0,89.0,90.0,90.0
5933,87.0,93.0,89.0,90.0,85.0
5934,93.0,93.0,89.0,90.0,85.0
5935,84.0,93.0,89.0,90.0,85.0
5936,84.0,93.0,89.0,90.0,92.0
5937,84.0,86.0,89.0,90.0,92.0
5938,84.0,85.0,89.0,90.0,85.0
5939,85.0,85.0,89.0,87.0,85.0
5940,84.0,85.0,89.0,87.0,90.0
5941,84.0,85.0,89.0,87.0,90.0
5942,84.0,85.0,89.0,87.0,87.0
5943,93.0,85.0,89.0,94.0,87.0
5944,83.0,85.0,89.0,86.0,84.0
5945,84.0,85.0,86.0,86.0,84.0
5946,86.0,87.0,86.0,86.0,84.0
5947,84.0,86.0,87.0,86.0,88.0
5948,88.0,89.0,89.0,85.0,88.0
5949,92.0,89.0,89.0,85.0,88.0
5950,84.0,89.0,89.0,85.0,88.0
5951,83.0,89.0,89.0,92.0,90.0
5952,83.0,88.0,89.0,92.0,90.0
5953,91.0,90.0,89.0,84.0,90.0
5954,82.0,90.0,89.0,84.0,92.0
5955,82.0,90.0,89.0,84.0,92.0
5956,84.0,90.0,88.0,84.0,88.0
5957,84.0,90.0,88.0,90.0,85.0
5958,84.0,90.0,88.0,90.0,84.0
5959,84.0,90.0,88.0,90.0,90.0
5960,80.0,93.0,88.0,90.0,87.0
5961,84.0,93.0,88.0,90.0,84.0
5962,96.0,93.0,88.0,90.0,83.0
5963,94.0,86.0,86.0,90.0,88.0
5964,94.0,85.0,87.0,90.0,91.0
5965,83.0,85.0,89.0,89.0,84.0
5966,83.0,85.0,89.0,89.0,84.0
5967,94.0,87.0,89.0,90.0,89.0
5968,84.0,87.0,89.0,90.0,86.0
5969,84.0,86.0,87.0,87.0,86.0
5970,94.0,86.0,87.0,93.0,83.0
5971,94.0,86.0,88.0,92.0,83.0
5972,93.0,86.0,88.0,92.0,83.0
5973,93.0,89.0,88.0,92.0,82.0
5974,93.0,89.0,88.0,92.0,87.0
5975,93.0,89.0,88.0,86.0,87.0
5976,93.0,89.0,88.0,86.0,89.0
5977,92.0,88.0,88.0,86.0,89.0
5978,84.0,88.0,88.0,86.0,89.0
5979,82.0,88.0,88.0,86.0,89.0
5980,93.0,90.0,88.0,85.0,84.0
5981,93.0,90.0,88.0,85.0,84.0
5982,97.0,90.0,87.0,84.0,84.0
5983,93.0,92.0,87.0,84.0,86.0
5984,92.0,92.0,85.0,83.0,86.0
5985,92.0,86.0,88.0,89.0,82.0
5986,92.0,86.0,88.0,89.0,82.0
5987,92.0,85.0,88.0,89.0,81.0
5988,92.0,85.0,88.0,89.0,87.0
5989,84.0,87.0,87.0,89.0,90.0
5990,83.0,84.0,86.0,90.0,87.0
5991,86.0,84.0,88.0,90.0,83.0
5992,93.0,84.0,88.0,90.0,88.0
5993,93.0,83.0,88.0,90.0,88.0
5994,92.0,87.0,88.0,90.0,97.0
5995,92.0,86.0,87.0,90.0,97.0
5996,92.0,89.0,85.0,87.0,94.0
5997,83.0,89.0,88.0,86.0,86.0
5998,83.0,89.0,88.0,86.0,86.0
5999,92.0,87.0,88.0,92.0,86.0
6000,93.0,87.0,88.0,92.0,87.0
6001,92.0,87.0,88.0,92.0,89.0
6002,91.0,86.0,86.0,86.0,83.0
6003,91.0,86.0,86.0,86.0,83.0
6004,90.0,86.0,86.0,85.0,83.0
6005,82.0,86.0,86.0,85.0,83.0
6006,82.0,87.0,86.0,84.0,87.0
6007,85.0,87.0,86.0,84.0,86.0
6008,92.0,85.0,88.0,84.0,86.0
6009,92.0,83.0,88.0,84.0,86.0
6010,91.0,83.0,88.0,83.0,87.0
6011,86.0,83.0,88.0,83.0,94.0
6012,86.0,82.0,88.0,82.0,94.0
6013,91.0,87.0,88.0,82.0,94.0
6014,82.0,87.0,88.0,90.0,93.0
6015,97.0,86.0,88.0,90.0,87.0
6016,92.0,86.0,88.0,90.0,87.0
6017,86.0,85.0,88.0,89.0,87.0
6018,86.0,89.0,87.0,89.0,88.0
6019,91.0,88.0,84.0,89.0,88.0
